title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,ticker
Gradient Investments Sells $15.4M in UltraShort Income ETF | Q1 2026 Filing - News and Statistics,https://www.indexbox.io/blog/gradient-investments-reduces-angel-oak-ultrashort-income-etf-stake-in-q1-2026/,2026-04-15 20:40:42,[],"Gradient Investments LLC significantly reduced its stake in the Angel Oak UltraShort Income ETF during the first quarter of 2026, selling over 301,000 shares valued at approximately $15.4 million. This transaction decreased the ETF's representation in Gradient's reportable assets from 1.12% to 0.85%. Despite the sale, the ETF's shares were trading at $51.12 by mid-April 2026, showing a 5% increase over the past year, though this lagged behind the S&P 500.",https://www.indexbox.io/landing/img/blog/telegram-fallback/dcb38412343a15fbbdbff9283f8a7b64.webp,IndexBox,General,IndexBox,"[{'topic': 'financial_markets', 'relevance_score': '0.911752'}, {'topic': 'finance', 'relevance_score': '0.745957'}]",-0.036757,Neutral,"[{'ticker': 'UYLD', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.256663', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.613204', 'ticker_sentiment_score': '0.118544', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.642976', 'ticker_sentiment_score': '0.108446', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Generate Investment Management Trims Alaska Air Group Position,https://www.fool.com/coverage/filings/2026/04/16/generate-investment-management-trims-alaska-air-group-position/,2026-04-16 21:10:20,['Eric Trie'],"Generate Investment Management Ltd significantly reduced its stake in Alaska Air Group (ALK) by selling 600,000 shares, decreasing its quarter-end position value by $32.88 million. This trade represents 1.42% of the fund's 13F reportable assets under management, with Alaska Air Group now constituting 0.36% of the AUM. The article highlights that Alaska Air Group's performance is increasingly tied to its expanded network and Hawaiian integration, with profitability depending on balancing pricing, capacity, and operating costs amidst fluctuating fuel and labor expenses.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fcdn.content.foolcdn.com%2Fimages%2F1umn9qeh%2Fproduction%2Fa8dc9bdd81bcb1d3921f5c802e4640087b0081c9-1401x1251.png%3Fw%3D800%26q%3D75%26fit%3Dmax%26auto%3Dformat&w=3840&op=resize,The Motley Fool,General,The Motley Fool,"[{'topic': 'earnings', 'relevance_score': '0.928971'}, {'topic': 'financial_markets', 'relevance_score': '0.846854'}, {'topic': 'finance', 'relevance_score': '0.713456'}, {'topic': 'energy_transportation', 'relevance_score': '0.601484'}]",0.082603,Neutral,"[{'ticker': 'ALK', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.225056', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.610865', 'ticker_sentiment_score': '0.127148', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.630261', 'ticker_sentiment_score': '0.144974', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.601016', 'ticker_sentiment_score': '0.133250', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.648101', 'ticker_sentiment_score': '0.109051', 'ticker_sentiment_label': 'Neutral'}]",MSFT
Generative AI Digest: AI drawn into geopolitics,https://www.spglobal.com/market-intelligence/en/news-insights/research/2026/04/generative-ai-digest-ai-drawn-into-geopolitics,2026-04-16 21:08:26,['Alex Johnston'],"This S&P Global Market Intelligence article highlights how generative AI is increasingly intertwined with geopolitical issues, citing incidents like alleged attacks on data center infrastructure and ongoing disputes between AI developers and government entities regarding military use. It also covers recent product releases from major AI companies like NVIDIA, Adobe, OpenAI, and Meta, focusing on advancements in agentic systems, multimodal models, and custom silicon. Furthermore, the digest details significant funding rounds, M&A activities, and global political and regulatory developments impacting the AI landscape, including US federal frameworks, UK research initiatives, and China's strategic five-year plan for AI.",,S&P Global,General,S&P Global,"[{'topic': 'technology', 'relevance_score': '0.940344'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.802987'}]",0.247468,Somewhat-Bullish,"[{'ticker': 'SPGI', 'relevance_score': '0.837580', 'ticker_sentiment_score': '0.144092', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.902131', 'ticker_sentiment_score': '0.309269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ADBE', 'relevance_score': '0.727381', 'ticker_sentiment_score': '0.279610', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.713365', 'ticker_sentiment_score': '0.274935', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.742674', 'ticker_sentiment_score': '0.254648', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
NVIDIA tops Adams fund holdings as Q1 NAV return slips 4.8%,https://www.stocktitan.net/news/ADX/adams-diversified-equity-fund-announces-first-quarter-2026-wzsl69ff1eif.html,2026-04-16 20:39:37,[],"Adams Diversified Equity Fund (ADX) announced its Q1 2026 performance, with a Net Asset Value (NAV) total return of -4.8% and a market price total return of -4.2%. Despite the quarterly slip, the fund's net assets increased to $2.855 billion, and it maintained an annualized 1-year NAV return of 17.8% and a market price return of 25.2%. NVIDIA Corporation was the top holding, accounting for 7.7% of net assets, while Information Technology represented 32.4% of the portfolio.",https://ml.globenewswire.com/media/MjllMGQ2ZTMtNWVmNy00YTg5LTg3YWItZWIzNjcwNTBhNzllLTEyMTU2OTEtMjAyNi0wNC0xNi1lbg==/tiny/Adams-Diversified-Equity-Fund-.png,Stock Titan,General,Stock Titan,"[{'topic': 'earnings', 'relevance_score': '0.912136'}, {'topic': 'financial_markets', 'relevance_score': '0.842651'}, {'topic': 'finance', 'relevance_score': '0.741786'}, {'topic': 'technology', 'relevance_score': '0.631773'}]",0.19851,Somewhat-Bullish,"[{'ticker': 'ADX', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.012896', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.882281', 'ticker_sentiment_score': '0.303265', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.723260', 'ticker_sentiment_score': '0.267197', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.665208', 'ticker_sentiment_score': '0.239394', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.622192', 'ticker_sentiment_score': '0.249103', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
Adams Diversified Equity Fund Reports -4.8% Total Return for Q1 2026,https://www.quiverquant.com/news/Adams+Diversified+Equity+Fund+Reports+-4.8%25+Total+Return+for+Q1+2026,2026-04-16 20:39:37,[],"Adams Diversified Equity Fund (ADX) reported a -4.8% total return on its net asset value for the first quarter of 2026, trailing the S&P 500 and Morningstar U.S. Large Blend category. Despite this short-term underperformance, the fund's net assets grew to $2.85 billion, and its long-term annualized returns remain strong against benchmarks. The fund, heavily invested in Information Technology with top holdings like NVIDIA and Apple, also maintains an 8% annual distribution rate for shareholders.",https://www.quiverquant.com/images/adx_rect_new.png,Quiver Quantitative,General,Quiver Quantitative,"[{'topic': 'earnings', 'relevance_score': '0.900260'}, {'topic': 'financial_markets', 'relevance_score': '0.841774'}, {'topic': 'finance', 'relevance_score': '0.728304'}]",0.053995,Neutral,"[{'ticker': 'ADX', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.203567', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.620157', 'ticker_sentiment_score': '0.114334', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.620063', 'ticker_sentiment_score': '0.117478', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.634037', 'ticker_sentiment_score': '0.117036', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.647868', 'ticker_sentiment_score': '0.110417', 'ticker_sentiment_label': 'Neutral'}]",MSFT
Capstone Holding Further Cuts Note Conversion Price April 2026,https://www.tipranks.com/news/company-announcements/capstone-holding-further-cuts-note-conversion-price-april-2026,2026-04-16 19:40:34,['TipRanks Auto-Generated Newsdesk'],"Capstone Holding (CAPS) recently announced a further reduction in the conversion price for a portion of its October 2025 convertible note, from $1.10 to $0.57 per share, affecting $500,000 of its principal. This move aims to facilitate conversion and improve liquidity, though it increases potential share dilution. TipRanks' AI Analyst, Spark, rates CAPS as Neutral due to weak financial performance and bearish technicals, despite some growth-oriented corporate updates.",https://blog.tipranks.com/wp-content/uploads/2022/09/shutterstock_1914288874-1-750x379.jpg,TipRanks,General,TipRanks,"[{'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.834548'}, {'topic': 'earnings', 'relevance_score': '0.708283'}]",-0.048173,Neutral,"[{'ticker': 'CAPS', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.623337', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'BA', 'relevance_score': '0.638428', 'ticker_sentiment_score': '0.122399', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.633045', 'ticker_sentiment_score': '0.313266', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.614483', 'ticker_sentiment_score': '0.110454', 'ticker_sentiment_label': 'Neutral'}]",MSFT
"TD (TD) auto-callable notes offer ≥11% coupon; linked to AMZN, AVGO, META, MSFT",https://www.stocktitan.net/sec-filings/TD/424b2-toronto-dominion-bank-prospectus-supplement-5ad19cbea22a.html,2026-04-16 19:39:33,[],"The Toronto-Dominion Bank is offering Series H senior debt securities that are equity-linked, auto-callable, and feature a fixed monthly coupon of at least 11.00% per annum. These securities are tied to the performance of the lowest performing stock among Amazon, Broadcom, Meta, and Microsoft, and are set to mature on May 4, 2029. Investors risk up to an 80% principal loss if the lowest performing stock falls below a 20% downside buffer threshold.",https://www.sec.gov/Archives/edgar/data/0000947263/000114036126015112/image0.jpg,Stock Titan,General,Stock Titan,"[{'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.906000'}]",0.134903,Neutral,"[{'ticker': 'TD', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.123741', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.927330', 'ticker_sentiment_score': '0.110773', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.930728', 'ticker_sentiment_score': '0.145713', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.902993', 'ticker_sentiment_score': '0.109966', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.902755', 'ticker_sentiment_score': '0.108587', 'ticker_sentiment_label': 'Neutral'}]",MSFT
People Moves: Raymond James Appoints New COO for Private Client Group,https://www.wealthmanagement.com/career-moves/raymond-james-appoints-new-coo-for-private-client-group,2026-04-16 19:13:19,['Diana Britton'],"Raymond James has appointed Patrick O’Connor as the new Chief Operating Officer for its U.S. Private Client Group, overseeing growth initiatives and strategy. This article also details several other significant personnel changes within the wealth management industry, including a former Microsoft executive joining Osaic's technology team, Orion hiring a new leader for wealth management sales, and Carson Group recruiting a business development executive from Dynasty. Additionally, Falcon Wealth Planning brought on a Fidelity veteran for growth initiatives, and Great Valley Advisor Group promoted Todd Cipperman to Chief Growth Officer.",https://eu-images.contentstack.com/v3/assets/bltabaa95ef14172c61/bltdf323362222c8365/695fd989986ea7f5d8139f95/WealthManagement-web.png?width=476&auto=webp&quality=80&disable=upscale,Wealth Management,General,Wealth Management,"[{'topic': 'finance', 'relevance_score': '1.000000'}]",0.342532,Somewhat-Bullish,"[{'ticker': 'RJF', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.401733', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.636435', 'ticker_sentiment_score': '0.219458', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
"DSV, Microsoft, United & Phillips 66 unlock 11M gallons of SAF for lower emissions",https://container-news.com/dsv-microsoft-united-phillips-66-unlock-11m-gallons-of-saf-for-lower-emissions/,2026-04-16 19:00:21,['Antonia Saratsopoulou'],"DSV, Microsoft, United Airlines, and Phillips 66 have partnered to secure up to 11 million gallons of sustainable aviation fuel (SAF), aiming to reduce lifecycle greenhouse gas emissions by approximately 100,000 tonnes. This collaboration aligns demand, commercial terms, and operations to accelerate SAF adoption. United Airlines will utilize the fuel, while DSV and Microsoft will use a book-and-claim system to account for emissions reductions, demonstrating a collaborative supply chain effort to scale SAF and lower environmental impact.",https://container-news.com/wp-content/uploads/2026/04/1280x703-ancpng-696x382.webp,Container News,General,Container News,"[{'topic': 'energy_transportation', 'relevance_score': '0.923062'}, {'topic': 'technology', 'relevance_score': '0.712457'}]",0.307996,Somewhat-Bullish,"[{'ticker': 'PSX', 'relevance_score': '0.919739', 'ticker_sentiment_score': '0.311909', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.856181', 'ticker_sentiment_score': '0.287442', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UAL', 'relevance_score': '0.837828', 'ticker_sentiment_score': '0.258665', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
The Bull Case For Jack Henry & Associates (JKHY) Could Change Following An Earnings Beat On All Fronts,https://simplywall.st/stocks/us/diversified-financials/nasdaq-jkhy/jack-henry-associates/news/the-bull-case-for-jack-henry-associates-jkhy-could-change-fo,2026-04-16 18:17:54,"['Simply Wall St', 'Sasha Jovanovic']","Jack Henry & Associates (JKHY) recently reported strong Q1 results, exceeding analyst expectations for revenue, EPS, and EBITDA, with 6.7% year-on-year revenue growth. Despite an 8.8% share price decline post-report, the company's financial flexibility, bolstered by a new US$1 billion credit facility, and product wins continue to support its long-term investment narrative in banking technology. The article suggests that while the earnings beat is positive, sustained execution and competition from fintech platforms remain key considerations for investors.",https://images.ctfassets.net/n07nr2koi959/2zXqBK9eFqVJCGTQWhQWFX/c3400470ed0819d8056c9b1de6e897a0/Sasha_Jovanovic_-_Equity_Analyst.jpg?fit=thumb&w=64&h=64,Simply Wall Street,General,Simply Wall Street,"[{'topic': 'earnings', 'relevance_score': '0.904526'}, {'topic': 'technology', 'relevance_score': '0.849113'}, {'topic': 'finance', 'relevance_score': '0.746216'}, {'topic': 'financial_markets', 'relevance_score': '0.739941'}]",0.302484,Somewhat-Bullish,"[{'ticker': 'JKHY', 'relevance_score': '0.991789', 'ticker_sentiment_score': '0.489349', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.633599', 'ticker_sentiment_score': '0.342737', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.613734', 'ticker_sentiment_score': '0.270085', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'V', 'relevance_score': '0.589745', 'ticker_sentiment_score': '0.109497', 'ticker_sentiment_label': 'Neutral'}]",MSFT
Microsoft edges up as new Fairweather data center goes online early,https://seekingalpha.com/news/4575848-microsoft-edges-up-as-new-fairweather-data-center-goes-online-early,2026-04-16 17:39:06,['Brandon Evans'],"Microsoft shares rose after CEO Satya Nadella announced that the company's Fairweather data center in Wisconsin went online ahead of schedule. The news contributed to a multi-day rally for Microsoft stock, which was up nearly 2% in early afternoon trading.",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1408775753/image_1408775753.jpg?io=getty-c-w630,Seeking Alpha,General,Seeking Alpha,"[{'topic': 'technology', 'relevance_score': '0.805280'}, {'topic': 'financial_markets', 'relevance_score': '0.736814'}]",0.434813,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.411863', 'ticker_sentiment_label': 'Bullish'}]",MSFT
